Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;pathTime;globalAvgDelay;nMsgs;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;mapName
DADCA-NSN;32;16;26.23644;71;259200;13000;21;3238;376145;61265;650112;9838;13511;2579480;161217;3224340.0;30
DADCA-Parted-NSN;32;2;3.26075;71;259200;13000;21;4492;50286;66517;0;70;80;12289;6144;122880.0;30
TSP-based;48;16;21.60522;71;259200;13000;62;4062;506492;72570;7827312;0;0;0;0;0.0;28
DADCA-Parted-NSN;32;8;12.26195;71;259200;13000;22;1958;97652;66517;0;1797;2722;327339;40917;818340.0;30
TSP-based;48;4;5.30314;71;259200;13000;106;3746;125034;75656;9118744;0;0;0;0;0.0;29
DADCA-LKH;32;16;28.52364;71;259200;13000;71;3328;408808;56261;6502168;9487;12942;3280649;205040;4100800.0;34
DADCA-Parted-NSN;32;4;6.25729;71;259200;13000;21;2409;60068;66517;0;380;484;66099;16524;330480.0;30
DADCA-LKH-Cut;32;4;7.25483;71;259200;13000;47;30636;111794;55978;6501840;462;564;83444;20861;417220.0;34
TSP-based;48;2;2.75985;71;259200;13000;87;3743;65281;75656;7151960;0;0;0;0;0.0;29
DADCA-Parted-NSN;32;16;24.18421;71;259200;13000;29;1732;176310;66517;650112;7787;15747;1430583;89411;1788220.0;30
DADCA-LKH-Cut;32;2;3.73529;71;259200;13000;43;3597;58668;55978;5851488;78;88;14341;7170;143400.0;34
FPPWR;32;2;0.98633;71;259200;13000;45;10735;14575;196037;650136;0;0;0;0;0.0;31
FPPWR;32;8;3.35889;71;259200;13000;45;10830;49486;196037;650112;0;0;0;0;0.0;31
TSP-based;48;8;10.40815;71;259200;13000;88;3746;243915;75656;7154048;0;0;0;0;0.0;29
DADCA-LKH-Cut;32;8;14.18867;71;259200;13000;52;1909;124865;55978;5851680;2156;3027;405933;50741;1014820.0;34
FPPWR;32;4;1.77481;71;259200;13000;29;10803;26558;196037;650112;0;0;0;0;0.0;31
TSP-based;48;16;20.60925;71;259200;13000;60;3746;482673;75656;7177208;0;0;0;0;0.0;29
DADCA-LKH-Cut;32;16;28.03862;71;259200;13000;51;2749;250988;55978;6502080;9287;16989;1918552;119909;2398180.0;34
FPPWR;32;16;6.50939;71;259200;13000;43;10818;96178;196037;650280;0;0;0;0;0.0;31
DADCA-LKH;32;4;6.88808;71;259200;13000;99;4709;102355;60091;8461872;442;497;149606;37401;748020.0;35
DADCA-NSN;32;2;3.94170;71;259200;13000;33;5481;62391;55325;0;83;88;28900;14450;289000.0;31
TSP-based;48;4;5.04216;71;259200;13000;176;4479;117400;79870;8469080;0;0;0;0;0.0;30
DADCA-NSN;32;8;15.05124;71;259200;13000;22;3685;225835;55325;0;2258;2853;836780;104597;2091940.0;31
DADCA-LKH;32;2;3.54637;71;259200;13000;51;5694;55127;60091;6501744;75;86;25701;12850;257000.0;35
TSP-based;48;2;2.62888;71;259200;13000;53;4470;61044;79870;6502168;0;0;0;0;0.0;30
DADCA-NSN;32;4;7.65034;71;259200;13000;21;4506;119728;55325;0;482;558;185665;46416;928320.0;31
DADCA-LKH;32;8;13.41248;71;259200;13000;69;3827;201775;60091;6501768;2158;2617;690432;86304;1726080.0;35
TSP-based;48;8;9.85392;71;259200;13000;54;4472;231023;79870;7154024;0;0;0;0;0.0;30
DADCA-NSN;32;16;29.59069;71;259200;13000;22;3391;424793;55325;650112;9669;14037;3411340;213208;4264160.0;31
DADCA-Parted-NSN;32;2;3.56126;71;259200;13000;22;3690;54308;58973;0;77;95;14983;7491;149820.0;31
DADCA-Parted-NSN;32;8;13.58471;71;259200;13000;22;2445;133181;58973;0;2032;3090;393001;49125;982500.0;31
DADCA-LKH;32;16;26.63104;71;259200;13000;57;3351;388873;60091;6502064;8856;12225;2830747;176921;3538420.0;35
DADCA-Parted-NSN;32;4;6.95656;71;259200;13000;21;3865;107113;58973;0;448;560;101299;25324;506480.0;31
DADCA-LKH-Cut;32;4;6.59897;71;259200;13000;50;2366;63131;61147;6501624;430;536;70905;17726;354520.0;35
TSP-based;48;16;19.53286;71;259200;13000;62;4470;456209;79870;7152336;0;0;0;0;0.0;30
DADCA-LKH-Cut;32;2;3.42635;71;259200;13000;56;3985;53684;61147;6501792;72;82;13469;6734;134680.0;35
DADCA-Parted-NSN;32;16;26.81635;71;259200;13000;22;2196;258847;58973;650144;8772;16695;1806478;112904;2258080.0;31
TSP-based;48;4;5.57702;71;259200;13000;179;3679;131195;72093;9110816;0;0;0;0;0.0;31
FPPWR;32;2;1.39425;71;259200;13000;42;7972;21499;152333;650136;0;0;0;0;0.0;32
DADCA-LKH-Cut;32;8;13.03801;71;259200;13000;82;1962;110815;61147;6501848;1944;2822;368122;46015;920300.0;35
FPPWR;32;8;4.95479;71;259200;13000;60;7949;75581;152333;650240;0;0;0;0;0.0;32
TSP-based;48;2;2.88926;71;259200;13000;102;3682;68277;72093;6501632;0;0;0;0;0.0;31
FPPWR;32;4;2.57632;71;259200;13000;29;7933;39151;152333;650176;0;0;0;0;0.0;32
TSP-based;48;8;10.97512;71;259200;13000;56;3684;257705;72093;6503776;0;0;0;0;0.0;31
DADCA-LKH-Cut;32;16;25.62416;71;259200;13000;54;1760;199270;61147;7152960;8480;15800;1490476;93154;1863080.0;35
FPPWR;32;16;9.69311;71;259200;13000;31;7963;147315;152333;650280;0;0;0;0;0.0;32
DADCA-LKH;32;4;7.05572;71;259200;13000;97;5020;107305;58608;8460912;451;504;159692;39923;798460.0;36
DADCA-NSN;32;2;2.97821;71;259200;13000;24;5191;46994;72410;0;59;64;13829;6914;138280.0;32
DADCA-LKH;32;2;3.64246;71;259200;13000;82;5667;55251;58608;5851456;79;84;26811;13405;268100.0;36
DADCA-NSN;32;8;11.18279;71;259200;13000;30;3908;163488;72410;0;1661;2126;483318;60414;1208280.0;32
TSP-based;48;16;21.71529;71;259200;13000;83;3686;509079;72093;6501688;0;0;0;0;0.0;31
DADCA-NSN;32;4;5.76021;71;259200;13000;23;5527;88113;72410;0;347;400;113753;28438;568760.0;32
DADCA-LKH;32;8;13.82451;71;259200;13000;52;3769;209657;58608;5851496;2128;2595;752507;94063;1881260.0;36
TSP-based;48;4;5.50464;71;259200;13000;159;3929;128615;73534;9120536;0;0;0;0;0.0;32
DADCA-NSN;32;16;21.93438;71;259200;13000;22;3598;312468;72410;650112;7097;10948;1943681;121480;2429600.0;32
TSP-based;48;2;2.85659;71;259200;13000;48;3928;66600;73534;7152144;0;0;0;0;0.0;32
DADCA-Parted-NSN;32;2;2.76223;71;259200;13000;21;12882;38761;77525;0;56;67;5079;2539;50780.0;32
DADCA-Parted-NSN;32;8;10.30183;71;259200;13000;22;2546;71986;77525;0;1460;2343;317491;39686;793720.0;32
DADCA-LKH;32;16;27.24597;71;259200;13000;54;3382;371492;58608;6502096;9063;12541;2967876;185492;3709840.0;36
TSP-based;48;8;10.79403;71;259200;13000;78;3928;252674;73534;7804992;0;0;0;0;0.0;32
DADCA-LKH-Cut;32;4;6.74648;71;259200;13000;77;2591;61348;60220;6501440;416;526;58102;14525;290500.0;36
DADCA-Parted-NSN;32;4;5.25680;71;259200;13000;21;2891;48725;77525;0;324;462;56885;14221;284420.0;32
DADCA-LKH-Cut;32;2;3.44497;71;259200;13000;46;3580;53655;60220;5851480;75;89;11764;5882;117640.0;36
DADCA-Parted-NSN;32;16;20.33245;71;259200;13000;22;2409;144394;77525;650112;6391;13556;1355430;84714;1694280.0;32
FPPWR;32;2;1.24753;71;259200;13000;60;8728;18764;164668;650176;0;0;0;0;0.0;33
DADCA-LKH-Cut;32;8;13.22031;71;259200;13000;56;2174;100722;60220;5851384;1970;2875;303017;37877;757540.0;36
TSP-based;48;16;21.35995;71;259200;13000;58;3929;500132;73534;7801992;0;0;0;0;0.0;32
FPPWR;32;8;4.35716;71;259200;13000;42;8726;66213;164668;650112;0;0;0;0;0.0;33
TSP-based;48;4;5.21002;71;259200;13000;112;4380;122244;76963;9120536;0;0;0;0;0.0;33
FPPWR;32;4;2.28431;71;259200;13000;31;8718;34513;164668;650112;0;0;0;0;0.0;33
DADCA-LKH-Cut;32;16;26.02183;71;259200;13000;59;1847;188858;60220;6502120;8523;16206;1390631;86914;1738280.0;36
TSP-based;48;2;2.71034;71;259200;13000;61;4384;63901;76963;6501576;0;0;0;0;0.0;33
DADCA-LKH;32;4;6.19882;71;259200;13000;65;5097;96852;66398;8460680;389;442;140011;35002;700040.0;37
FPPWR;32;16;8.43720;71;259200;13000;32;8712;127738;164668;650280;0;0;0;0;0.0;33
DADCA-LKH;32;2;3.19583;71;259200;13000;53;6274;49111;66398;6502048;69;74;23389;11694;233880.0;37
DADCA-NSN;32;2;3.20566;71;259200;13000;23;5188;49227;66570;0;67;74;19871;9935;198700.0;33
TSP-based;48;8;10.21822;71;259200;13000;56;4390;239121;76963;7153912;0;0;0;0;0.0;33
DADCA-NSN;32;8;12.06905;71;259200;13000;21;3887;182019;66570;0;1830;2290;551401;68925;1378500.0;33
DADCA-LKH;32;8;12.10636;71;259200;13000;46;4293;188333;66398;6501608;1834;2289;646966;80870;1617400.0;37
DADCA-NSN;32;4;6.20853;71;259200;13000;21;4823;96000;66570;0;383;437;121470;30367;607340.0;33
DADCA-NSN;32;16;23.77869;71;259200;13000;21;3358;341063;66570;650144;7807;11367;2227493;139218;2784360.0;33
TSP-based;48;16;20.27191;71;259200;13000;81;4388;473970;76963;7177808;0;0;0;0;0.0;33
DADCA-LKH;32;16;23.81727;71;259200;13000;59;3843;348600;66398;7152600;7788;11231;2664498;166531;3330620.0;37
DADCA-Parted-NSN;32;2;2.83300;71;259200;13000;21;5111;44840;73451;0;58;70;8930;4465;89300.0;33
DADCA-Parted-NSN;32;8;10.65689;71;259200;13000;22;2269;74140;73451;0;1594;2497;318372;39796;795920.0;33
TSP-based;48;4;5.85745;71;259200;13000;246;3769;136901;69036;9110872;0;0;0;0;0.0;34
DADCA-LKH-Cut;32;4;5.98181;71;259200;13000;56;2635;57535;67189;6501744;376;486;56482;14120;282400.0;37
DADCA-Parted-NSN;32;4;5.44361;71;259200;13000;21;2801;46895;73451;0;346;456;48592;12148;242960.0;33
TSP-based;48;2;3.03542;71;259200;13000;74;3770;70821;69036;6501648;0;0;0;0;0.0;34
DADCA-LKH-Cut;32;2;3.08708;71;259200;13000;77;4356;48252;67189;6501896;66;78;10832;5416;108320.0;37
DADCA-Parted-NSN;32;16;20.89729;71;259200;13000;22;2006;133388;73451;650112;6767;14194;1110820;69426;1388520.0;33
DADCA-LKH-Cut;32;8;10.86365;71;259200;13000;56;2743;75561;67189;6501632;124200;125646;260323;32540;650800.0;37
TSP-based;48;8;11.53208;71;259200;13000;49;3774;270320;69036;7153912;0;0;0;0;0.0;34
FPPWR;32;2;1.55135;71;259200;13000;44;7138;23480;140844;650112;0;0;0;0;0.0;34
FPPWR;32;8;5.50335;71;259200;13000;29;7134;83825;140844;650136;0;0;0;0;0.0;34
FPPWR;32;4;2.85235;71;259200;13000;30;7127;43311;140844;650160;0;0;0;0;0.0;34
DADCA-LKH-Cut;32;16;23.00190;71;259200;13000;48;1960;183034;67189;7152080;7535;14890;1338433;83652;1673040.0;37
TSP-based;48;16;22.83625;71;259200;13000;60;3776;535245;69036;7160296;0;0;0;0;0.0;34
DADCA-LKH;32;4;6.32095;71;259200;13000;62;5249;93736;65582;8460792;397;450;145399;36349;726980.0;38
FPPWR;32;16;10.84551;71;259200;13000;36;7148;165585;140844;650280;0;0;0;0;0.0;34
DADCA-LKH;32;2;3.25846;71;259200;13000;54;6384;48597;65582;7151824;75;82;26369;13184;263680.0;38
TSP-based;48;4;5.28296;71;259200;13000;257;3911;123827;76204;9110824;0;0;0;0;0.0;35
DADCA-NSN;32;2;3.90541;71;259200;13000;25;4298;60489;54289;0;83;88;25873;12936;258720.0;34
DADCA-NSN;32;8;14.88902;71;259200;13000;21;3202;221765;54289;0;2345;2792;716031;89503;1790060.0;34
TSP-based;48;2;2.75997;71;259200;13000;58;3918;64563;76204;7151808;0;0;0;0;0.0;35
DADCA-LKH;32;8;12.30861;71;259200;13000;52;4410;185794;65582;6501880;1862;2319;687379;85922;1718440.0;38
DADCA-NSN;32;4;7.58662;71;259200;13000;22;4111;118522;54289;0;492;545;154727;38681;773620.0;34
TSP-based;48;8;10.36655;71;259200;13000;66;3911;243497;76204;7153752;0;0;0;0;0.0;35
DADCA-NSN;32;16;29.55693;71;259200;13000;25;2812;434198;54289;650112;9857;13299;2942776;183923;3678460.0;34
DADCA-LKH;32;16;24.12965;71;259200;13000;68;3881;348342;65582;7152576;7999;11496;2767841;172990;3459800.0;38
DADCA-Parted-NSN;32;2;3.22730;71;259200;13000;30;4218;49565;65883;0;64;76;11382;5691;113820.0;34
DADCA-Parted-NSN;32;8;12.12312;71;259200;13000;22;2209;111452;65883;0;1798;2673;314256;39282;785640.0;34
DADCA-LKH-Cut;32;4;6.13643;71;259200;13000;68;3074;57314;66065;7152472;387;499;66473;16618;332360.0;38
DADCA-LKH-Cut;32;2;3.17943;71;259200;13000;69;4376;48701;66065;7151912;64;76;10862;5431;108620.0;38
TSP-based;48;16;20.52907;71;259200;13000;61;3913;481478;76204;7151928;0;0;0;0;0.0;35
DADCA-Parted-NSN;32;4;6.16784;71;259200;13000;21;4227;95262;65883;0;396;503;81155;20288;405760.0;34
TSP-based;48;4;5.87232;71;259200;13000;172;3633;138446;68737;9110848;0;0;0;0;0.0;36
DADCA-Parted-NSN;32;16;23.80757;71;259200;13000;22;5206;230031;65883;650144;7818;14983;1770563;110660;2213200.0;34
DADCA-LKH-Cut;32;8;12.00479;71;259200;13000;50;2702;98172;66065;6501744;1784;2692;314499;39312;786240.0;38
FPPWR;32;2;1.60554;71;259200;13000;31;6384;25261;129932;650176;0;0;0;0;0.0;35
TSP-based;48;2;3.04077;71;259200;13000;56;3634;71902;68737;6501736;0;0;0;0;0.0;36
FPPWR;32;8;5.79325;71;259200;13000;31;6365;89450;129932;650264;0;0;0;0;0.0;35
DADCA-LKH-Cut;32;16;23.58043;71;259200;13000;71;2355;188417;66065;7152184;7689;14802;1426499;89156;1783120.0;38
FPPWR;32;4;2.99576;71;259200;13000;29;6380;46579;129932;650288;0;0;0;0;0.0;35
TSP-based;48;8;11.51741;71;259200;13000;50;3627;270704;68737;6503528;0;0;0;0;0.0;36
DADCA-LKH;32;4;7.05313;71;259200;13000;64;4713;106886;58534;8462192;441;494;160513;40128;802560.0;39
FPPWR;32;16;11.37291;71;259200;13000;44;6374;175077;129932;650280;0;0;0;0;0.0;35
DADCA-LKH;32;2;3.64758;71;259200;13000;50;5597;57211;58534;7152368;77;82;26852;13426;268520.0;39
DADCA-NSN;32;2;3.60689;71;259200;13000;24;4745;56191;58822;0;77;82;25643;12821;256420.0;35
DADCA-NSN;32;8;13.68550;71;259200;13000;26;3794;200668;58822;0;2120;2519;687433;85929;1718580.0;35
TSP-based;48;16;22.81616;71;259200;13000;76;3628;535848;68737;6526656;0;0;0;0;0.0;36
DADCA-LKH;32;8;13.89703;71;259200;13000;69;3656;212631;58534;6501752;2112;2559;733479;91684;1833680.0;39
DADCA-NSN;32;4;6.99731;71;259200;13000;21;4518;104651;58822;0;447;500;151345;37836;756720.0;35
TSP-based;48;4;5.27770;71;259200;13000;135;4159;124551;75931;8460768;0;0;0;0;0.0;37
TSP-based;48;2;2.75121;71;259200;13000;59;4162;64079;75931;7152024;0;0;0;0;0.0;37
DADCA-NSN;32;16;27.09672;71;259200;13000;21;3237;404723;58822;650112;9017;12461;2856143;178508;3570160.0;35
DADCA-LKH;32;16;27.26279;71;259200;13000;76;3370;374491;58534;7152440;9028;12491;2900696;181293;3625860.0;39
DADCA-Parted-NSN;32;2;3.20927;71;259200;13000;21;4448;50742;65080;0;66;78;10976;5488;109760.0;35
DADCA-Parted-NSN;32;8;12.10118;71;259200;13000;22;2230;93585;65080;0;1816;2745;294668;36833;736660.0;35
DADCA-LKH-Cut;32;4;6.98839;71;259200;13000;71;2470;67142;58022;7152464;444;555;75588;18897;377940.0;39
TSP-based;48;8;10.35735;71;259200;13000;76;4156;241838;75931;7153936;0;0;0;0;0.0;37
DADCA-Parted-NSN;32;4;6.18960;71;259200;13000;21;2635;56439;65080;0;398;512;58225;14556;291120.0;35
DADCA-LKH-Cut;32;2;3.60092;71;259200;13000;58;3835;55783;58022;7152392;74;86;13901;6950;139000.0;39
DADCA-Parted-NSN;32;16;23.80787;71;259200;13000;22;1858;172573;65080;650112;7839;15262;1461089;91318;1826360.0;35
DADCA-LKH-Cut;32;8;13.75735;71;259200;13000;51;2107;116576;58022;6501792;2087;3000;430910;53863;1077260.0;39
FPPWR;32;2;1.24723;71;259200;13000;38;9318;18700;164627;650112;0;0;0;0;0.0;36
TSP-based;48;16;20.49764;71;259200;13000;88;4155;478976;75931;7177064;0;0;0;0;0.0;37
FPPWR;32;8;4.35927;71;259200;13000;53;9344;65683;164627;650136;0;0;0;0;0.0;36
TSP-based;48;4;5.30812;71;259200;13000;144;3736;124312;75834;9110704;0;0;0;0;0.0;38
FPPWR;32;4;2.28268;71;259200;13000;30;9316;34327;164627;650160;0;0;0;0;0.0;36
DADCA-LKH-Cut;32;16;27.10769;71;259200;13000;53;1917;210799;58022;7152344;8991;16340;1771913;110744;2214880.0;39
TSP-based;48;2;2.75957;71;259200;13000;77;3733;64359;75834;7152264;0;0;0;0;0.0;38
DADCA-LKH;32;4;7.03227;71;259200;13000;82;4734;108192;58813;8460944;453;506;163970;40992;819840.0;40
FPPWR;32;16;8.50285;71;259200;13000;43;9335;128171;164627;650280;0;0;0;0;0.0;36
DADCA-LKH;32;2;3.63402;71;259200;13000;44;5768;54493;58813;6502256;76;81;27502;13751;275020.0;40
DADCA-NSN;32;2;3.47313;71;259200;13000;22;4948;54818;61215;0;77;82;24747;12373;247460.0;36
TSP-based;48;8;10.38990;71;259200;13000;59;3735;242649;75834;7154048;0;0;0;0;0.0;38
DADCA-NSN;32;8;13.21560;71;259200;13000;21;3634;197642;61215;0;2025;2457;658778;82347;1646940.0;36
DADCA-LKH;32;8;13.83427;71;259200;13000;44;3875;213870;58813;6501744;2090;2536;765848;95731;1914620.0;40
DADCA-NSN;32;4;6.75588;71;259200;13000;22;4426;104589;61215;0;425;479;145423;36355;727100.0;36
TSP-based;48;16;20.57838;71;259200;13000;56;3735;481498;75834;7151880;0;0;0;0;0.0;38
DADCA-NSN;32;16;25.90260;71;259200;13000;23;3237;362696;61215;650144;8726;12795;2567354;160459;3209180.0;36
DADCA-LKH;32;16;27.34592;71;259200;13000;61;3446;394843;58813;7152328;9043;12521;3045429;190339;3806780.0;40
DADCA-Parted-NSN;32;2;3.55909;71;259200;13000;23;3687;54670;58709;0;78;90;15097;7548;150960.0;36
TSP-based;48;4;5.35478;71;259200;13000;176;3812;125352;74582;9110856;0;0;0;0;0.0;39
DADCA-Parted-NSN;32;8;13.59441;71;259200;13000;22;2438;143868;58709;0;2044;2955;466842;58355;1167100.0;36
DADCA-LKH-Cut;32;4;6.64243;71;259200;13000;95;2665;61881;61049;7151984;422;532;63784;15946;318920.0;40
DADCA-LKH-Cut;32;2;3.44805;71;259200;13000;53;3989;54120;61049;7152032;70;82;12063;6031;120620.0;40
TSP-based;48;2;2.79956;71;259200;13000;54;3817;65312;74582;6502096;0;0;0;0;0.0;39
DADCA-Parted-NSN;32;4;6.89525;71;259200;13000;21;3772;106721;58709;0;444;559;100922;25230;504600.0;36
DADCA-Parted-NSN;32;16;26.61085;71;259200;13000;22;2273;250504;58709;650144;8920;17089;1960361;122522;2450440.0;36
DADCA-LKH-Cut;32;8;13.05562;71;259200;13000;51;2348;108588;61049;6501928;1978;2893;427631;53453;1069060.0;40
TSP-based;48;8;10.51203;71;259200;13000;81;3814;246684;74582;6503736;0;0;0;0;0.0;39
FPPWR;32;2;1.08531;71;259200;13000;44;10452;16714;181159;650176;0;0;0;0;0.0;37
FPPWR;32;8;3.78297;71;259200;13000;46;10451;56614;181159;650136;0;0;0;0;0.0;37
FPPWR;32;4;1.99219;71;259200;13000;30;10425;30198;181159;650112;0;0;0;0;0.0;37
DADCA-LKH-Cut;32;16;25.65586;71;259200;13000;57;2017;196318;61049;7152160;8463;15787;1782840;111427;2228540.0;40
TSP-based;48;16;20.84808;71;259200;13000;58;3815;487836;74582;7152248;0;0;0;0;0.0;39
DADCA-LKH;32;4;6.44815;71;259200;13000;71;5248;100389;63869;8462168;405;458;154271;38567;771340.0;41
DADCA-LKH;32;2;3.32598;71;259200;13000;51;6303;52096;63869;6502280;73;80;26164;13082;261640.0;41
FPPWR;32;16;7.34490;71;259200;13000;38;10444;109985;181159;650280;0;0;0;0;0.0;37
TSP-based;48;4;5.36880;71;259200;13000;116;3866;126270;74899;9103968;0;0;0;0;0.0;40
DADCA-NSN;32;2;2.98762;71;259200;13000;25;6827;46428;71140;0;63;68;22431;11215;224300.0;37
DADCA-NSN;32;8;11.21039;71;259200;13000;26;4457;166406;71140;0;1704;2165;558907;69863;1397260.0;37
TSP-based;48;2;2.79815;71;259200;13000;93;3868;65541;74899;7152144;0;0;0;0;0.0;40
DADCA-LKH;32;8;12.62406;71;259200;13000;74;4286;190749;63869;5851464;1911;2363;699363;87420;1748400.0;41
DADCA-NSN;32;4;5.74382;71;259200;13000;21;5407;90681;71140;0;361;414;130739;32684;653680.0;37
TSP-based;48;8;10.52031;71;259200;13000;49;3865;246844;74899;7804272;0;0;0;0;0.0;40
DADCA-NSN;32;16;22.17038;71;259200;13000;22;3912;308287;71140;650112;7248;10720;2300877;143804;2876080.0;37
DADCA-LKH;32;16;24.77816;71;259200;13000;67;3908;348453;63869;6502328;8159;11512;2839672;177479;3549580.0;41
DADCA-Parted-NSN;32;2;2.52562;71;259200;13000;22;5323;39485;82395;0;50;62;8594;4297;85940.0;37
DADCA-LKH-Cut;32;4;6.24964;71;259200;13000;90;2909;59482;64901;6501624;388;498;70459;17614;352280.0;41
DADCA-Parted-NSN;32;8;9.41039;71;259200;13000;22;4153;89088;82395;0;1393;2375;241358;30169;603380.0;37
DADCA-LKH-Cut;32;2;3.21307;71;259200;13000;46;4455;50718;64901;6502304;66;78;12617;6308;126160.0;41
TSP-based;48;16;20.84161;71;259200;13000;62;3863;488412;74899;7802288;0;0;0;0;0.0;40
DADCA-Parted-NSN;32;4;4.85840;71;259200;13000;21;3276;48591;82395;0;298;408;43210;10802;216040.0;37
TSP-based;48;4;4.92947;71;259200;13000;120;4091;115147;81304;9103024;0;0;0;0;0.0;41
DADCA-LKH-Cut;32;8;12.18635;71;259200;13000;49;2622;97646;64901;5851544;1829;2741;350902;43862;877240.0;41
DADCA-Parted-NSN;32;16;18.56608;71;259200;13000;22;2196;152743;82395;650144;5966;13648;984228;61514;1230280.0;37
TSP-based;48;2;2.56981;71;259200;13000;54;4094;59779;81304;6501880;0;0;0;0;0.0;41
FPPWR;32;2;1.58860;71;259200;13000;31;6884;24509;131437;650176;0;0;0;0;0.0;38
FPPWR;32;8;5.71566;71;259200;13000;43;6903;88035;131437;650136;0;0;0;0;0.0;38
DADCA-LKH-Cut;32;16;23.95888;71;259200;13000;83;2372;179646;64901;6502200;7886;15216;1555958;97247;1944940.0;41
FPPWR;32;4;2.96314;71;259200;13000;29;6904;45867;131437;650176;0;0;0;0;0.0;38
TSP-based;48;8;9.65575;71;259200;13000;49;4085;226209;81304;7154320;0;0;0;0;0.0;41
DADCA-LKH;32;4;6.46563;71;259200;13000;77;5513;102201;63449;8452872;415;468;182836;45709;914180.0;42
FPPWR;32;16;11.21371;71;259200;13000;41;6914;172932;131437;650280;0;0;0;0;0.0;38
DADCA-LKH;32;2;3.34527;71;259200;13000;49;6407;51465;63449;6501712;89;94;28431;14215;284300.0;42
DADCA-NSN;32;2;3.34280;71;259200;13000;24;5047;50823;64792;0;69;74;21131;10565;211300.0;38
DADCA-NSN;32;8;12.65155;71;259200;13000;22;3849;187361;64792;0;1882;2377;597974;74746;1494920.0;38
TSP-based;48;16;19.12523;71;259200;13000;63;4086;447605;81304;7151720;0;0;0;0;0.0;41
DADCA-LKH;32;8;12.73847;71;259200;13000;47;4733;189907;63449;6501872;1932;2376;825054;103131;2062620.0;42
DADCA-NSN;32;4;6.42355;71;259200;13000;21;4813;99229;64792;0;393;447;130897;32724;654480.0;38
TSP-based;48;4;5.06117;71;259200;13000;150;4717;118067;79766;9103000;0;0;0;0;0.0;42
TSP-based;48;2;2.62539;71;259200;13000;54;4725;61625;79766;6502032;0;0;0;0;0.0;42
DADCA-NSN;32;16;24.76942;71;259200;13000;21;3506;359691;64792;650112;8095;11678;2396976;149811;2996220.0;38
DADCA-LKH;32;16;24.92953;71;259200;13000;98;4349;356455;63449;7152432;8266;11713;3357945;209871;4197420.0;42
DADCA-Parted-NSN;32;2;2.93511;71;259200;13000;21;4334;44981;72245;0;66;79;12299;6149;122980.0;38
DADCA-Parted-NSN;32;8;11.06819;71;259200;13000;23;2722;133744;72245;0;1639;2582;382110;47763;955260.0;38
DADCA-LKH-Cut;32;4;5.96981;71;259200;13000;76;4083;93177;67614;6501736;379;496;72646;18161;363220.0;42
TSP-based;48;8;9.89736;71;259200;13000;78;4724;231417;79766;7154320;0;0;0;0;0.0;42
DADCA-LKH-Cut;32;2;3.09908;71;259200;13000;75;3392;47881;67614;6501736;62;74;20241;10120;202400.0;42
DADCA-Parted-NSN;32;4;5.69306;71;259200;13000;22;3987;87185;72245;0;354;467;93312;23328;466560.0;38
DADCA-Parted-NSN;32;16;21.72610;71;259200;13000;22;3098;244132;72245;650144;6945;14817;1404482;87780;1755600.0;38
DADCA-LKH-Cut;32;8;11.63140;71;259200;13000;56;2872;105824;67614;6501792;1742;2649;362469;45308;906160.0;42
TSP-based;48;16;19.62766;71;259200;13000;76;4721;456852;79766;7176720;0;0;0;0;0.0;42
FPPWR;32;2;1.52693;71;259200;13000;30;6914;23663;135989;650176;0;0;0;0;0.0;39
FPPWR;32;8;5.50504;71;259200;13000;62;6933;85335;135989;650264;0;0;0;0;0.0;39
TSP-based;48;4;5.22710;71;259200;13000;150;4046;122328;77147;9102832;0;0;0;0;0.0;43
DADCA-LKH-Cut;32;16;22.93318;71;259200;13000;60;2859;183395;67614;7151616;7512;15185;1601047;100065;2001300.0;42
FPPWR;32;4;2.85150;71;259200;13000;30;6906;44470;135989;650112;0;0;0;0;0.0;39
TSP-based;48;2;2.71476;71;259200;13000;76;4047;63216;77147;6502176;0;0;0;0;0.0;43
DADCA-LKH;32;4;6.76239;71;259200;13000;76;4988;105190;61156;8452688;451;504;162060;40515;810300.0;43
FPPWR;32;16;10.77016;71;259200;13000;35;6913;165481;135989;650280;0;0;0;0;0.0;39
